transaction_id,date,customer_id,region,item_id,item_name,quantity,unit_price,discount_applied,total_revenue,cost_of_goods,profit
TXN002343,2025-08-04,C0183,North America,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002344,2025-08-04,C0155,Domestic,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002345,2025-08-04,C0196,Domestic,111,Webcam 1080p,3,75,0.0,225.0,120,105.0
TXN002346,2025-08-04,C0087,North America,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN002347,2025-08-04,C0025,Europe,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002348,2025-08-04,C0149,Domestic,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002349,2025-08-04,C0053,North America,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002350,2025-08-04,C0133,Domestic,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002351,2025-08-04,C0183,North America,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002352,2025-08-05,C0085,Asia-Pacific,103,Ergonomic Laptop Stand,3,45,0.0,135.0,60,75.0
TXN002353,2025-08-05,C0041,Domestic,101,Smart Watch X1,2,250,0.0,500.0,280,220.0
TXN002354,2025-08-05,C0145,Domestic,106,"4K Ultra Monitor 27""",2,400,0.1,720.0,560,160.0
TXN002355,2025-08-05,C0042,Europe,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002356,2025-08-05,C0008,Domestic,107,RGB Mech Keyboard,3,120,0.0,360.0,210,150.0
TXN002357,2025-08-05,C0146,North America,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN002358,2025-08-05,C0150,Europe,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN002359,2025-08-05,C0026,North America,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN002360,2025-08-05,C0081,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002361,2025-08-05,C0183,North America,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN002362,2025-08-05,C0001,North America,105,USB-C Multi-Hub,2,40,0.0,80.0,36,44.0
TXN002363,2025-08-05,C0053,North America,107,RGB Mech Keyboard,2,120,0.0,240.0,140,100.0
TXN002364,2025-08-05,C0013,Europe,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN002365,2025-08-05,C0189,Domestic,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN002366,2025-08-05,C0187,North America,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002367,2025-08-05,C0104,Europe,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN002368,2025-08-05,C0091,Domestic,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002369,2025-08-05,C0053,North America,102,Pro Noise-Cancel Headphones,2,180,0.0,360.0,190,170.0
TXN002370,2025-08-06,C0117,Domestic,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002371,2025-08-06,C0078,North America,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002372,2025-08-06,C0027,North America,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002373,2025-08-06,C0087,North America,108,Gaming Chair Pro,2,250,0.0,500.0,300,200.0
TXN002374,2025-08-06,C0127,Asia-Pacific,106,"4K Ultra Monitor 27""",2,400,0.1,720.0,560,160.0
TXN002375,2025-08-06,C0199,North America,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN002376,2025-08-06,C0164,Asia-Pacific,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002377,2025-08-06,C0017,North America,110,Portable Bluetooth Speaker,2,80,0.0,160.0,90,70.0
TXN002378,2025-08-06,C0116,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002379,2025-08-06,C0032,Asia-Pacific,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002380,2025-08-06,C0127,Asia-Pacific,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN002381,2025-08-06,C0016,Domestic,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN002382,2025-08-07,C0146,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002383,2025-08-07,C0063,Domestic,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002384,2025-08-07,C0102,Asia-Pacific,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002385,2025-08-07,C0006,Domestic,111,Webcam 1080p,2,75,0.0,150.0,80,70.0
TXN002386,2025-08-07,C0056,North America,109,LED Desk Lamp,2,50,0.0,100.0,50,50.0
TXN002387,2025-08-07,C0178,Domestic,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002388,2025-08-07,C0195,Europe,108,Gaming Chair Pro,2,250,0.0,500.0,300,200.0
TXN002389,2025-08-07,C0095,North America,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002390,2025-08-07,C0051,Asia-Pacific,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN002391,2025-08-07,C0054,Asia-Pacific,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002392,2025-08-07,C0150,Europe,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002393,2025-08-07,C0002,Domestic,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002394,2025-08-08,C0067,Asia-Pacific,107,RGB Mech Keyboard,2,120,0.0,240.0,140,100.0
TXN002395,2025-08-08,C0130,Asia-Pacific,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002396,2025-08-08,C0078,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002397,2025-08-08,C0103,North America,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002398,2025-08-08,C0038,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002399,2025-08-08,C0011,Europe,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002400,2025-08-08,C0063,Domestic,101,Smart Watch X1,3,250,0.0,750.0,420,330.0
TXN002401,2025-08-08,C0168,Asia-Pacific,109,LED Desk Lamp,3,50,0.0,150.0,75,75.0
TXN002402,2025-08-08,C0103,North America,108,Gaming Chair Pro,2,250,0.0,500.0,300,200.0
TXN002403,2025-08-08,C0118,Domestic,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002404,2025-08-08,C0106,Europe,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002405,2025-08-08,C0001,North America,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN002406,2025-08-08,C0070,North America,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002407,2025-08-08,C0017,North America,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002408,2025-08-08,C0167,Asia-Pacific,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN002409,2025-08-08,C0195,Europe,101,Smart Watch X1,2,250,0.0,500.0,280,220.0
TXN002410,2025-08-08,C0151,Domestic,111,Webcam 1080p,3,75,0.0,225.0,120,105.0
TXN002411,2025-08-08,C0002,Domestic,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002412,2025-08-09,C0034,Asia-Pacific,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002413,2025-08-09,C0030,Asia-Pacific,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN002414,2025-08-09,C0123,Europe,108,Gaming Chair Pro,2,250,0.0,500.0,300,200.0
TXN002415,2025-08-09,C0073,Asia-Pacific,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002416,2025-08-09,C0150,Europe,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN002417,2025-08-09,C0031,Asia-Pacific,106,"4K Ultra Monitor 27""",3,400,0.1,1080.0,840,240.0
TXN002418,2025-08-09,C0073,Asia-Pacific,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002419,2025-08-09,C0051,Asia-Pacific,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002420,2025-08-09,C0041,Domestic,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN002421,2025-08-09,C0071,Domestic,110,Portable Bluetooth Speaker,2,80,0.0,160.0,90,70.0
TXN002422,2025-08-09,C0119,Europe,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN002423,2025-08-09,C0197,Europe,101,Smart Watch X1,2,250,0.0,500.0,280,220.0
TXN002424,2025-08-09,C0141,Domestic,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN002425,2025-08-09,C0156,Europe,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002426,2025-08-09,C0001,North America,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002427,2025-08-09,C0189,Domestic,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN002428,2025-08-09,C0072,Domestic,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN002429,2025-08-09,C0041,Domestic,102,Pro Noise-Cancel Headphones,2,180,0.0,360.0,190,170.0
TXN002430,2025-08-09,C0010,Asia-Pacific,105,USB-C Multi-Hub,2,40,0.0,80.0,36,44.0
TXN002431,2025-08-09,C0021,Asia-Pacific,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002432,2025-08-09,C0035,Europe,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002433,2025-08-09,C0107,Domestic,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002434,2025-08-09,C0052,Asia-Pacific,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002435,2025-08-10,C0198,Domestic,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002436,2025-08-10,C0110,Asia-Pacific,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002437,2025-08-10,C0100,Asia-Pacific,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002438,2025-08-10,C0080,Europe,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN002439,2025-08-10,C0147,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002440,2025-08-10,C0192,Europe,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002441,2025-08-10,C0178,Domestic,111,Webcam 1080p,2,75,0.0,150.0,80,70.0
TXN002442,2025-08-10,C0068,Europe,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002443,2025-08-10,C0088,Domestic,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002444,2025-08-10,C0002,Domestic,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002445,2025-08-10,C0126,North America,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002446,2025-08-10,C0015,Europe,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002447,2025-08-10,C0175,Domestic,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002448,2025-08-10,C0144,North America,105,USB-C Multi-Hub,2,40,0.0,80.0,36,44.0
TXN002449,2025-08-11,C0200,North America,101,Smart Watch X1,2,250,0.0,500.0,280,220.0
TXN002450,2025-08-11,C0007,Europe,102,Pro Noise-Cancel Headphones,2,180,0.0,360.0,190,170.0
TXN002451,2025-08-11,C0095,North America,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN002452,2025-08-11,C0026,North America,108,Gaming Chair Pro,3,250,0.0,750.0,450,300.0
TXN002453,2025-08-11,C0128,North America,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002454,2025-08-11,C0010,Asia-Pacific,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN002455,2025-08-11,C0047,Asia-Pacific,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002456,2025-08-11,C0076,Domestic,102,Pro Noise-Cancel Headphones,2,180,0.0,360.0,190,170.0
TXN002457,2025-08-11,C0170,Europe,106,"4K Ultra Monitor 27""",2,400,0.1,720.0,560,160.0
TXN002458,2025-08-11,C0052,Asia-Pacific,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002459,2025-08-11,C0025,Europe,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN002460,2025-08-11,C0187,North America,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002461,2025-08-11,C0127,Asia-Pacific,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002462,2025-08-11,C0071,Domestic,110,Portable Bluetooth Speaker,2,80,0.0,160.0,90,70.0
TXN002463,2025-08-12,C0051,Asia-Pacific,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002464,2025-08-12,C0092,Europe,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002465,2025-08-12,C0146,North America,110,Portable Bluetooth Speaker,2,80,0.0,160.0,90,70.0
TXN002466,2025-08-12,C0142,North America,106,"4K Ultra Monitor 27""",2,400,0.1,720.0,560,160.0
TXN002467,2025-08-12,C0010,Asia-Pacific,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN002468,2025-08-12,C0126,North America,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002469,2025-08-12,C0189,Domestic,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002470,2025-08-12,C0160,North America,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN002471,2025-08-12,C0194,Asia-Pacific,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN002472,2025-08-12,C0051,Asia-Pacific,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002473,2025-08-12,C0005,Asia-Pacific,108,Gaming Chair Pro,3,250,0.0,750.0,450,300.0
TXN002474,2025-08-12,C0135,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002475,2025-08-12,C0181,Asia-Pacific,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002476,2025-08-12,C0092,Europe,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002477,2025-08-12,C0117,Domestic,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002478,2025-08-13,C0029,North America,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002479,2025-08-13,C0137,Europe,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN002480,2025-08-13,C0026,North America,110,Portable Bluetooth Speaker,3,80,0.0,240.0,135,105.0
TXN002481,2025-08-13,C0095,North America,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN002482,2025-08-13,C0070,North America,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002483,2025-08-13,C0194,Asia-Pacific,111,Webcam 1080p,2,75,0.0,150.0,80,70.0
TXN002484,2025-08-14,C0105,North America,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN002485,2025-08-14,C0132,Europe,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002486,2025-08-14,C0121,North America,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN002487,2025-08-14,C0067,Asia-Pacific,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002488,2025-08-14,C0102,Asia-Pacific,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002489,2025-08-14,C0018,Europe,104,Wireless Optical Mouse,2,30,0.0,60.0,24,36.0
TXN002490,2025-08-14,C0055,Europe,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002491,2025-08-15,C0003,Europe,103,Ergonomic Laptop Stand,2,45,0.0,90.0,40,50.0
TXN002492,2025-08-15,C0079,Europe,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002493,2025-08-15,C0012,Asia-Pacific,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN002494,2025-08-15,C0014,Europe,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002495,2025-08-15,C0165,Asia-Pacific,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002496,2025-08-15,C0046,North America,101,Smart Watch X1,2,250,0.0,500.0,280,220.0
TXN002497,2025-08-15,C0118,Domestic,109,LED Desk Lamp,3,50,0.0,150.0,75,75.0
TXN002498,2025-08-15,C0132,Europe,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002499,2025-08-15,C0076,Domestic,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN002500,2025-08-15,C0072,Domestic,106,"4K Ultra Monitor 27""",2,400,0.1,720.0,560,160.0
TXN002501,2025-08-15,C0020,North America,105,USB-C Multi-Hub,2,40,0.0,80.0,36,44.0
TXN002502,2025-08-15,C0190,Europe,111,Webcam 1080p,2,75,0.0,150.0,80,70.0
TXN002503,2025-08-15,C0002,Domestic,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002504,2025-08-15,C0184,Asia-Pacific,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002505,2025-08-15,C0115,Domestic,108,Gaming Chair Pro,3,250,0.0,750.0,450,300.0
TXN002506,2025-08-15,C0200,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002507,2025-08-15,C0128,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002508,2025-08-15,C0196,Domestic,108,Gaming Chair Pro,3,250,0.0,750.0,450,300.0
TXN002509,2025-08-16,C0122,Europe,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002510,2025-08-16,C0085,Asia-Pacific,109,LED Desk Lamp,3,50,0.0,150.0,75,75.0
TXN002511,2025-08-16,C0048,Asia-Pacific,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002512,2025-08-16,C0013,Europe,110,Portable Bluetooth Speaker,3,80,0.0,240.0,135,105.0
TXN002513,2025-08-16,C0193,Europe,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002514,2025-08-16,C0171,Asia-Pacific,110,Portable Bluetooth Speaker,2,80,0.0,160.0,90,70.0
TXN002515,2025-08-16,C0162,Europe,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002516,2025-08-16,C0040,Europe,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN002517,2025-08-16,C0185,Europe,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN002518,2025-08-16,C0166,North America,111,Webcam 1080p,2,75,0.0,150.0,80,70.0
TXN002519,2025-08-16,C0145,Domestic,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002520,2025-08-16,C0113,Europe,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN002521,2025-08-16,C0106,Europe,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002522,2025-08-16,C0026,North America,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002523,2025-08-16,C0183,North America,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002524,2025-08-16,C0064,Europe,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002525,2025-08-16,C0125,Asia-Pacific,104,Wireless Optical Mouse,3,30,0.0,90.0,36,54.0
TXN002526,2025-08-16,C0007,Europe,104,Wireless Optical Mouse,3,30,0.0,90.0,36,54.0
TXN002527,2025-08-17,C0036,Domestic,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN002528,2025-08-17,C0186,Europe,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002529,2025-08-17,C0159,Europe,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002530,2025-08-17,C0024,Asia-Pacific,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002531,2025-08-17,C0146,North America,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002532,2025-08-17,C0042,Europe,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002533,2025-08-17,C0012,Asia-Pacific,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002534,2025-08-17,C0150,Europe,101,Smart Watch X1,2,250,0.0,500.0,280,220.0
TXN002535,2025-08-17,C0176,North America,106,"4K Ultra Monitor 27""",2,400,0.1,720.0,560,160.0
TXN002536,2025-08-17,C0108,Europe,108,Gaming Chair Pro,3,250,0.0,750.0,450,300.0
TXN002537,2025-08-17,C0091,Domestic,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002538,2025-08-17,C0148,North America,104,Wireless Optical Mouse,3,30,0.0,90.0,36,54.0
TXN002539,2025-08-17,C0084,North America,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002540,2025-08-17,C0067,Asia-Pacific,102,Pro Noise-Cancel Headphones,3,180,0.0,540.0,285,255.0
TXN002541,2025-08-17,C0044,Europe,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN002542,2025-08-17,C0184,Asia-Pacific,103,Ergonomic Laptop Stand,2,45,0.0,90.0,40,50.0
TXN002543,2025-08-17,C0117,Domestic,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN002544,2025-08-17,C0075,North America,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN002545,2025-08-18,C0153,Domestic,110,Portable Bluetooth Speaker,3,80,0.0,240.0,135,105.0
TXN002546,2025-08-18,C0079,Europe,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002547,2025-08-18,C0066,Asia-Pacific,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002548,2025-08-18,C0109,Europe,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002549,2025-08-18,C0080,Europe,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN002550,2025-08-18,C0193,Europe,111,Webcam 1080p,3,75,0.0,225.0,120,105.0
TXN002551,2025-08-18,C0171,Asia-Pacific,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002552,2025-08-18,C0101,Asia-Pacific,107,RGB Mech Keyboard,2,120,0.0,240.0,140,100.0
TXN002553,2025-08-18,C0124,Domestic,104,Wireless Optical Mouse,3,30,0.0,90.0,36,54.0
TXN002554,2025-08-18,C0066,Asia-Pacific,107,RGB Mech Keyboard,2,120,0.0,240.0,140,100.0
TXN002555,2025-08-18,C0177,Asia-Pacific,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002556,2025-08-18,C0099,Domestic,104,Wireless Optical Mouse,3,30,0.0,90.0,36,54.0
TXN002557,2025-08-18,C0121,North America,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002558,2025-08-18,C0006,Domestic,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN002559,2025-08-19,C0154,Domestic,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002560,2025-08-19,C0152,North America,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN002561,2025-08-19,C0016,Domestic,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN002562,2025-08-19,C0177,Asia-Pacific,101,Smart Watch X1,2,250,0.0,500.0,280,220.0
TXN002563,2025-08-19,C0012,Asia-Pacific,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002564,2025-08-19,C0062,Domestic,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002565,2025-08-19,C0063,Domestic,112,Standing Desk Frame,2,350,0.1,630.0,400,230.0
TXN002566,2025-08-19,C0045,Domestic,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002567,2025-08-20,C0049,Domestic,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002568,2025-08-20,C0076,Domestic,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002569,2025-08-20,C0190,Europe,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002570,2025-08-20,C0090,Europe,109,LED Desk Lamp,2,50,0.0,100.0,50,50.0
TXN002571,2025-08-20,C0126,North America,110,Portable Bluetooth Speaker,2,80,0.0,160.0,90,70.0
TXN002572,2025-08-20,C0039,Europe,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN002573,2025-08-20,C0049,Domestic,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002574,2025-08-20,C0139,Europe,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN002575,2025-08-20,C0101,Asia-Pacific,108,Gaming Chair Pro,2,250,0.0,500.0,300,200.0
TXN002576,2025-08-20,C0007,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN002577,2025-08-20,C0163,Europe,110,Portable Bluetooth Speaker,2,80,0.0,160.0,90,70.0
TXN002578,2025-08-20,C0017,North America,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002579,2025-08-20,C0018,Europe,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN002580,2025-08-20,C0045,Domestic,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN002581,2025-08-20,C0173,North America,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002582,2025-08-21,C0022,North America,104,Wireless Optical Mouse,2,30,0.0,60.0,24,36.0
TXN002583,2025-08-21,C0076,Domestic,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002584,2025-08-21,C0145,Domestic,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN002585,2025-08-21,C0047,Asia-Pacific,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002586,2025-08-21,C0052,Asia-Pacific,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN002587,2025-08-21,C0101,Asia-Pacific,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN002588,2025-08-21,C0083,North America,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN002589,2025-08-21,C0176,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002590,2025-08-21,C0191,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002591,2025-08-22,C0181,Asia-Pacific,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN002592,2025-08-22,C0066,Asia-Pacific,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN002593,2025-08-22,C0102,Asia-Pacific,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN002594,2025-08-22,C0021,Asia-Pacific,108,Gaming Chair Pro,2,250,0.0,500.0,300,200.0
TXN002595,2025-08-22,C0057,Asia-Pacific,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN002596,2025-08-22,C0044,Europe,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN002597,2025-08-22,C0017,North America,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN002598,2025-08-22,C0074,Asia-Pacific,102,Pro Noise-Cancel Headphones,2,180,0.0,360.0,190,170.0
TXN002599,2025-08-22,C0113,Europe,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
